order_id,order_date,customer_id,total_price,product_id
9352,4/15/2024,5935,1651.56,959
9452,6/27/2024,7614,612.6,1973
9291,11/11/2023,9159,188.48,1364
156,4/7/2024,8339,3429.04,#N/A
1634,12/4/2023,8792,2936.48,#N/A
11661,2/2/2024,3847,1520.44,897
5746,1/14/2024,7231,3248.76,1029
13599,6/6/2024,8156,1828.36,14
13962,6/27/2024,3381,1214.52,382
4640,5/16/2024,1686,2878.12,1509
3876,4/25/2024,4884,3041.36,1010
3275,12/25/2023,6621,3466.4,#N/A
3642,3/6/2024,1069,1752.48,639
2092,3/3/2024,4915,1770.68,#N/A
10314,1/12/2024,914,1083.28,1771
128,6/12/2024,7799,983.52,#N/A
14456,7/7/2024,4091,3023.36,892
12877,10/31/2024,3765,2215.4,926
8772,4/15/2024,8982,3472.44,1017
9591,10/6/2024,9269,631.08,68
14403,8/27/2024,43,3894.2,66
732,3/6/2024,8374,1312,#N/A
1350,10/15/2024,1296,462.92,#N/A
9054,2/14/2024,173,3584.48,527
12317,6/26/2024,9312,3757.84,936
6593,12/3/2023,1329,2788.56,1986
2760,6/3/2024,7138,313.36,#N/A
395,10/5/2024,2554,1472.24,#N/A
3340,1/19/2024,929,625.64,#N/A
7067,12/18/2023,5078,2684.24,1136
12618,5/31/2024,6195,2137.16,1100
9045,10/11/2024,2370,2872.16,1609
14817,4/3/2024,5686,1021.72,1155
11104,12/12/2023,1042,290.04,292
420,9/21/2024,512,264.72,#N/A
3863,2/3/2024,1299,2798.36,1235
10986,5/25/2024,688,2878.16,220
333,1/9/2024,5357,88.32,#N/A
5745,3/7/2024,7987,2718.68,30
14557,3/3/2024,6643,1613.56,760
8184,12/23/2023,7621,1993.64,1270
5459,6/23/2024,6963,1046.64,1524
12365,2/22/2024,6458,219.48,1410
438,1/20/2024,5085,945.28,#N/A
5900,4/26/2024,7721,2062.32,1767
6916,5/12/2024,9418,205.96,386
14451,8/10/2024,8451,929.64,547
6673,7/31/2024,1680,1961.28,438
9580,4/19/2024,9822,649.64,1169
7760,10/30/2024,3753,2495.08,151
14551,8/7/2024,97,3486.88,772
1753,1/2/2024,6789,292,#N/A
5273,4/14/2024,5979,294.36,266
6649,2/23/2024,2409,2804.64,215
2511,5/29/2024,524,3785.92,#N/A
4346,6/20/2024,1316,2622.28,292
1563,5/24/2024,8128,2676.12,#N/A
13387,8/29/2024,7435,1117.64,1382
14576,10/31/2024,2881,698.4,779
7557,10/24/2024,4588,581.92,1899
3422,5/9/2024,5282,1454.52,1019
6852,5/31/2024,646,2326.76,1533
5786,9/10/2024,9974,1809.08,1400
14424,12/31/2023,1204,3630.44,534
6932,4/23/2024,3276,3877.04,759
6454,3/21/2024,8324,2974.4,1216
7463,5/28/2024,4830,3455.6,628
2855,7/2/2024,918,2197.32,#N/A
460,8/11/2024,5102,819.88,#N/A
5004,9/25/2024,7135,3413.6,1300
10975,1/31/2024,569,902.12,358
11772,3/30/2024,6908,3550.48,1037
1973,9/9/2024,8190,2358.2,#N/A
5450,3/18/2024,5729,3717.48,740
1374,11/7/2023,7474,639.88,#N/A
14466,6/26/2024,6935,1290.88,1540
3055,9/23/2024,2733,959.88,#N/A
7316,10/29/2024,2451,1502.4,147
8913,4/19/2024,5599,2632.76,1661
11127,2/11/2024,4190,1357.28,154
12675,9/26/2024,9321,3554.92,1851
322,11/9/2023,3136,1921.48,#N/A
13824,7/25/2024,5834,2256.04,1319
3094,5/2/2024,3458,680.72,#N/A
5421,3/30/2024,9608,2401.8,1337
4134,7/20/2024,1859,469.16,1305
8304,9/10/2024,4621,1999.72,801
6986,5/4/2024,3732,592.44,144
373,6/11/2024,3101,2016.72,#N/A
6809,9/18/2024,9682,3537.4,248
10146,10/18/2024,8732,1232.24,1545
13999,5/2/2024,6634,3553.2,1734
4182,12/23/2023,1610,3235.68,1856
5205,6/1/2024,838,2459.12,606
13790,1/4/2024,7079,362.36,954
5368,8/18/2024,1741,3251,1609
2668,6/25/2024,1691,3797.8,#N/A
825,7/30/2024,6598,3050.12,#N/A
10710,3/19/2024,6558,3426.04,1402
9962,11/23/2023,9767,422.16,427
9001,8/28/2024,2253,1154.4,883
14867,5/2/2024,6091,145.44,1533
11973,2/20/2024,5262,1921.32,55
10356,10/11/2024,6616,1491.04,989
13709,11/14/2023,1979,2082.84,1546
5824,12/21/2023,4629,162.6,593
9683,11/19/2023,7012,324.36,1563
6334,9/4/2024,2795,1309.08,7
13319,6/18/2024,4682,3192.24,1642
12339,9/7/2024,3958,683.12,1890
6853,2/3/2024,4586,402,412
13588,10/18/2024,2144,2011.8,456
9615,11/14/2023,2129,1133.16,1511
5562,4/18/2024,4812,3998.16,936
14748,6/11/2024,2547,2148.64,128
14883,10/1/2024,1758,585.16,997
8488,4/20/2024,3078,1642.4,1431
14085,9/12/2024,2119,959.64,1340
9294,3/29/2024,1837,3540.2,1565
315,9/24/2024,9349,471.8,#N/A
11735,3/23/2024,9538,3263.32,974
4883,2/5/2024,3698,2491.72,1608
9606,12/27/2023,6342,223.08,992
13184,7/19/2024,8241,1781.56,808
818,12/15/2023,5070,1416.76,#N/A
10233,9/30/2024,4467,1732.48,300
11507,9/20/2024,7461,2346.68,1996
4061,2/27/2024,1008,3297.44,1252
8673,12/4/2023,9829,376.72,402
8298,7/3/2024,1139,2245.76,1951
1337,7/30/2024,2757,1446.52,#N/A
3798,12/27/2023,7333,2537.2,1984
12478,6/18/2024,9454,1638,1068
1268,4/20/2024,8170,2393.16,#N/A
9213,7/27/2024,8472,1117.24,1486
13269,11/17/2023,3006,3257.84,1995
8583,9/17/2024,8074,2587.76,114
1318,9/3/2024,1675,1427.2,#N/A
7366,5/2/2024,9917,651.84,645
14978,3/29/2024,9447,1206.24,923
13546,6/14/2024,3262,1465.16,1136
8147,7/25/2024,9598,1567.76,1645
14418,10/24/2024,8969,3663.52,1466
14827,2/27/2024,7745,1055.96,243
2203,5/22/2024,2299,3743.72,#N/A
5685,1/2/2024,5110,677.64,1694
14011,4/13/2024,4058,2686.12,1564
7541,10/20/2024,8795,3553.96,1195
11703,8/7/2024,2210,961.36,95
6574,1/22/2024,1510,718.2,385
11446,11/7/2023,9333,2244.8,998
9987,1/4/2024,7131,93.8,119
7913,7/13/2024,5863,2702.6,947
4578,12/15/2023,4647,1780.16,1390
4405,12/1/2023,2994,1755.64,355
3108,9/6/2024,9776,3451.04,#N/A
13554,2/3/2024,2492,3954.04,128
7392,12/27/2023,5081,2916.28,430
8059,10/22/2024,5662,2040.88,536
3153,6/13/2024,5594,1401.64,#N/A
5040,6/3/2024,4705,923.32,1093
13770,11/15/2023,7639,84.88,512
12819,11/20/2023,1750,2043.72,1268
6956,11/6/2023,4948,848.04,1150
12125,6/19/2024,7830,981.08,508
9388,4/22/2024,4096,1191.76,1537
10093,2/27/2024,5846,3901.2,845
5358,10/29/2024,9245,802.52,13
12472,2/14/2024,7949,3260.72,1196
3291,6/8/2024,6688,1238.6,#N/A
9961,10/27/2024,5207,3686.08,1133
8687,10/26/2024,848,244.28,776
5532,5/1/2024,5673,94.12,1024
14229,1/29/2024,639,1452.32,285
12394,10/2/2024,8258,1511,1398
2197,4/18/2024,5317,2721.44,#N/A
10173,11/26/2023,1892,1350.84,710
5648,3/16/2024,3547,327.12,1396
7289,2/15/2024,354,1184.2,586
3555,3/4/2024,222,3641.4,155
10610,10/31/2024,1696,1134.68,1542
926,8/27/2024,8420,3557.52,#N/A
9771,11/29/2023,629,1773.4,974
969,8/16/2024,271,2664,#N/A
3022,1/6/2024,6642,1654.32,#N/A
14702,6/27/2024,6377,373.72,1504
8132,1/25/2024,6222,1435.28,97
10447,5/27/2024,3917,3250.68,1507
3169,8/31/2024,5848,1450.96,#N/A
3271,10/8/2024,6557,2838.76,#N/A
9574,5/5/2024,6171,2058.84,1861
12664,10/15/2024,1778,1550.8,566
7370,9/7/2024,283,2252.24,1241
13426,1/13/2024,9938,2102.08,1707
13847,11/18/2023,3254,1127.2,1975
1142,2/25/2024,4976,577.64,#N/A
5113,4/1/2024,5485,1438.52,158
12151,8/11/2024,328,1279.8,697
11039,5/29/2024,6657,1694.96,864
9455,2/5/2024,8925,3668.92,1884
11272,12/24/2023,5785,3594.2,1565
2893,11/14/2023,5257,3649.32,#N/A
1450,7/7/2024,4599,3648.96,#N/A
6815,1/15/2024,78,558.48,1801
3373,7/4/2024,7218,3366.76,#N/A
1556,12/24/2023,5009,3302.36,#N/A
4554,3/22/2024,9554,2855.72,798
2799,11/6/2023,3773,2286.04,#N/A
9346,9/28/2024,6213,1524.76,28
4337,2/19/2024,1178,247.36,1820
7781,5/29/2024,2548,1087.64,1754
9860,10/9/2024,6323,3762.04,1540
4017,8/5/2024,6815,3191.88,1673
8960,10/23/2024,6913,289.24,1142
3224,11/7/2023,1646,3521.28,#N/A
6243,5/19/2024,864,2082.4,480
13691,1/3/2024,2531,1679.32,1942
6049,5/3/2024,5663,3253.44,131
2493,5/11/2024,3311,2595.44,#N/A
3559,1/6/2024,316,2446.68,#N/A
4747,7/25/2024,2663,2232.32,1874
13128,1/21/2024,7259,2553.2,1295
10238,5/24/2024,7684,1637.24,81
6930,1/21/2024,1523,2817.4,445
1496,3/7/2024,2422,1291.8,#N/A
14774,11/17/2023,4499,3302.48,1475
335,1/4/2024,3642,2208.12,#N/A
4051,6/19/2024,3969,727.12,1198
14799,8/14/2024,7580,2099.04,35
11948,3/15/2024,389,3411.36,1927
7045,6/24/2024,8028,687.28,1971
12356,3/6/2024,241,814.64,1547
13564,1/23/2024,4326,1521.92,1206
5735,1/29/2024,6339,682.72,1502
1004,8/23/2024,8771,2122.48,#N/A
6977,7/25/2024,8944,911.48,1386
12550,8/12/2024,9623,3481.56,1243
1592,4/9/2024,4241,2634.04,#N/A
4270,12/27/2023,2782,2203.92,782
13784,9/2/2024,3567,2559.24,976
13864,8/9/2024,4787,583.32,762
6038,6/25/2024,1422,868.12,1465
1302,8/9/2024,4013,1196.64,#N/A
8365,5/8/2024,6412,1046,1656
14708,4/24/2024,4733,2103.24,451
9081,10/28/2024,8310,905.64,132
1715,4/17/2024,815,955.84,#N/A
4069,10/21/2024,7965,3521.76,1284
218,1/17/2024,6632,2611.8,#N/A
11564,12/15/2023,7010,713.72,1304
3330,4/3/2024,2826,1090.16,#N/A
9095,10/29/2024,9398,3423.72,896
7030,5/31/2024,1431,2158.12,583
3689,7/16/2024,5861,1735.96,1699
353,8/3/2024,1910,917.64,#N/A
10943,1/5/2024,8252,642.4,1143
7334,12/25/2023,8314,3020.76,1661
13955,1/16/2024,4073,240.92,156
9145,5/10/2024,7151,2125.28,893
1976,4/17/2024,3029,852.72,#N/A
517,9/12/2024,6093,2493.8,#N/A
4767,12/23/2023,9927,1588.8,1720
421,7/10/2024,6842,1597.24,#N/A
11017,8/22/2024,3994,1617.44,540
14289,2/10/2024,8361,3950.36,67
6515,10/17/2024,2963,3101.16,1964
6700,1/25/2024,4051,2385.76,779
8355,6/9/2024,3289,714.84,1267
5410,3/13/2024,1854,1858.4,1522
13415,12/30/2023,4093,3752.76,919
10866,1/27/2024,3921,3004.44,1159
3068,9/15/2024,602,3431.56,#N/A
9479,1/12/2024,9568,2165.76,1657
7955,10/6/2024,1809,1298.56,1462
2831,12/22/2023,4165,3444,#N/A
14120,4/21/2024,359,274.72,286
4208,10/11/2024,6127,3761.8,764
14206,5/26/2024,3851,3317.12,380
5118,6/4/2024,9693,3232.64,1326
5659,1/3/2024,8047,1817.96,91
7630,10/15/2024,6146,350.36,1953
3104,1/23/2024,6158,289.48,#N/A
13966,3/11/2024,3405,1065.24,1112
5543,10/22/2024,705,2661.16,721
14722,1/26/2024,6451,2952.88,825
8438,7/7/2024,3510,660,1710
749,2/9/2024,6185,151.72,#N/A
2752,2/20/2024,9063,729.72,#N/A
14659,10/5/2024,5614,937.88,1232
13843,7/11/2024,5644,2769.4,1117
6835,12/23/2023,6699,3331.8,852
11157,11/29/2023,6560,2966.72,1333
2585,6/5/2024,733,1042.56,#N/A
4518,2/26/2024,7788,2775.72,1060
7166,4/21/2024,829,557.64,426
9785,2/9/2024,2121,3417.32,268
2090,9/3/2024,9381,3516.4,#N/A
7211,4/13/2024,8864,2090.16,1840
309,3/17/2024,8490,3963.72,#N/A
5732,11/6/2023,200,2064.24,376
4438,4/4/2024,7783,1380.92,1934
5348,4/23/2024,8001,2946.28,1038
14563,4/30/2024,4726,2952.8,719
2888,7/13/2024,1925,1221.24,#N/A
1545,8/29/2024,9471,3882.04,#N/A
7645,11/14/2023,9298,2865.52,293
10488,6/11/2024,1966,1349.4,814
7303,6/21/2024,4584,3858.68,788
11191,11/6/2023,5869,3830.48,349
5953,6/18/2024,8348,2843.48,1302
12797,7/7/2024,5771,2520.8,114
10584,10/30/2024,3618,3007.28,769
8805,3/29/2024,6687,299.24,154
10884,12/19/2023,8240,2708.76,147
2268,8/3/2024,9139,1760.24,#N/A
8591,2/28/2024,5849,1650.88,1751
597,8/9/2024,279,2801.44,#N/A
6724,3/27/2024,8579,2019,837
11618,2/14/2024,4519,875.08,1003
7282,11/29/2023,3142,977.16,862
12344,5/30/2024,1887,748.76,462
6127,3/14/2024,695,3024.08,1210
8140,4/11/2024,4901,3539.68,1267
2371,5/23/2024,8211,1752.16,#N/A
9963,3/25/2024,3203,2925.08,409
7505,9/4/2024,7237,498.08,609
514,5/3/2024,4569,3483.96,#N/A
5640,4/7/2024,4448,2257.84,1806
6351,3/4/2024,5488,2939.2,583
13286,6/20/2024,1542,3308.96,699
13532,6/3/2024,1650,3793.76,693
880,9/30/2024,4697,2534.36,#N/A
11456,4/13/2024,8871,2972.28,525
4660,10/27/2024,4876,776.52,1500
1571,7/26/2024,3374,3245.92,#N/A
3817,9/4/2024,5504,3302.8,1981
4234,4/12/2024,1820,3941.44,404
11893,9/12/2024,3944,407.52,619
10156,2/22/2024,6830,354.08,1121
8869,2/9/2024,2281,2981.44,1194
2988,9/26/2024,1293,3973.28,#N/A
13933,7/23/2024,7085,266.68,1647
4401,12/16/2023,4176,424.56,351
7881,8/14/2024,4015,2883.52,1823
13349,10/3/2024,9288,1950.44,318
3993,5/19/2024,1969,3273.36,1451
4434,8/7/2024,7572,1042,1532
314,12/27/2023,7462,464.64,#N/A
5652,7/18/2024,4161,2457.64,1260
4925,9/16/2024,6569,161.08,1068
3668,1/22/2024,4627,1111.84,#N/A
4933,7/22/2024,2924,4306.45,235
5394,9/29/2024,1637,4008.7,638
1467,7/31/2024,5574,4203.3,#N/A
308,4/23/2024,3301,241.3,#N/A
2882,12/11/2023,5583,581.2,#N/A
1738,4/25/2024,4463,844.5,#N/A
4963,7/22/2024,3487,736.05,1531
3092,3/28/2024,3650,869.2,#N/A
5701,7/2/2024,3239,3760.4,807
9183,7/16/2024,6830,775.75,575
12700,2/24/2024,9892,581.8,1808
625,2/25/2024,7223,2970.95,#N/A
8099,5/22/2024,2,4378.05,97
7105,3/19/2024,6698,3956,1329
10585,12/27/2023,498,2336.3,981
504,7/10/2024,919,4997.7,#N/A
3655,11/21/2023,7432,324.95,#N/A
2910,4/28/2024,163,435.55,#N/A
499,8/25/2024,3714,2283.7,#N/A
5766,7/21/2024,365,2589.25,436
3195,2/24/2024,5783,4309.2,#N/A
1768,6/21/2024,2992,2795,#N/A
2272,4/12/2024,1037,2589.45,#N/A
1395,5/25/2024,7366,2468.15,#N/A
9513,3/2/2024,7381,4040.6,1885
11069,5/27/2024,7577,523.75,1610
13858,4/10/2024,6360,4851.55,401
10597,7/10/2024,5241,2780.15,1211
12494,1/11/2024,4027,760.5,694
5499,10/20/2024,7186,1859.85,763
8407,6/12/2024,7390,461,929
11694,10/14/2024,2736,3497.95,254
14781,10/23/2024,7746,1687.45,1463
4914,12/4/2023,1843,2058.8,1873
4729,6/10/2024,6795,2726.85,1563
11101,7/24/2024,9208,1206.7,655
622,8/22/2024,6935,1395.3,#N/A
11569,10/9/2024,8030,3912.3,1385
5750,6/13/2024,4974,957.85,259
7851,5/9/2024,5767,2221.65,842
1170,5/18/2024,4243,1619.8,#N/A
1026,1/29/2024,1409,3989.7,#N/A
5603,8/11/2024,8323,1281.4,1585
12521,2/26/2024,1678,3206.2,1926
9664,9/25/2024,1492,4201.95,1992
8753,7/13/2024,1657,2972.5,463
5015,2/10/2024,8541,4085.4,1399
11434,10/17/2024,7696,1874.9,1088
1377,9/5/2024,1483,1500.75,#N/A
11016,5/14/2024,3955,3200.9,1276
7992,5/18/2024,6693,4449.6,1838
5283,6/13/2024,5782,1417.35,1692
14606,7/14/2024,401,4265.75,1762
11908,8/22/2024,3020,1510.75,934
9182,5/25/2024,5644,2240.2,796
5138,3/25/2024,9214,1267.4,3
1033,2/23/2024,3170,2210.1,#N/A
6006,4/14/2024,7575,4749.1,686
11537,2/26/2024,9528,2360.35,629
12650,12/24/2023,2721,2189.35,1914
10090,3/5/2024,2132,1322.5,768
13087,9/12/2024,1113,3081.05,2000
7033,9/22/2024,4800,1410.7,1642
7879,10/22/2024,4654,2909.95,333
7271,8/6/2024,5277,814.45,358
1291,1/26/2024,2758,4219.65,#N/A
11423,1/6/2024,4645,776.45,1131
4719,3/18/2024,2740,3223.35,1298
9101,10/29/2024,706,2405.3,790
14341,5/10/2024,7961,3575.85,486
160,7/7/2024,7780,3546.05,#N/A
8581,12/14/2023,2529,1849.8,630
14227,6/10/2024,3795,2466.5,781
12927,2/1/2024,667,1244.9,1221
7456,8/18/2024,4230,2691.2,1180
4961,12/28/2023,7319,524.55,1385
14346,5/11/2024,1097,1017.85,1705
3883,2/4/2024,4068,2868.7,901
12623,4/27/2024,9627,2320.5,1589
10232,4/16/2024,6531,210.4,670
4071,8/8/2024,6825,2859.65,403
6769,8/26/2024,3735,786.2,1640
6202,10/17/2024,6625,4492.5,1521
12653,6/9/2024,2693,297.55,958
3005,5/9/2024,8255,2156.65,#N/A
2638,7/25/2024,4310,2946.05,#N/A
11406,12/21/2023,5415,4042.8,597
3867,10/1/2024,355,230.05,1933
3293,1/29/2024,3195,1264.25,#N/A
719,3/22/2024,7924,2089.7,#N/A
3580,1/29/2024,5612,1963.75,#N/A
8526,6/22/2024,3752,4378.95,171
9676,3/21/2024,1392,3095.55,1157
5653,5/18/2024,4709,3069.05,370
12213,10/15/2024,3643,4446.2,446
6238,5/27/2024,187,2612.05,98
3995,2/18/2024,3902,3959,1718
13075,8/18/2024,7489,4261.15,789
7865,6/20/2024,8333,3469.3,700
10663,1/23/2024,9787,4874.3,323
9779,3/2/2024,5138,2581.25,1943
1138,6/13/2024,5304,1440.65,#N/A
10852,4/13/2024,5372,3360.35,1088
7735,3/11/2024,1183,1703.85,39
5910,6/9/2024,2998,930.15,1349
4545,9/9/2024,7868,4383.6,324
6185,3/21/2024,6544,4381.55,1775
624,3/5/2024,7541,2252.05,#N/A
2137,12/18/2023,4146,862.65,#N/A
2131,8/17/2024,4525,2947.95,#N/A
11736,8/2/2024,9218,2377.45,706
6279,8/17/2024,6562,3445.95,40
6271,9/19/2024,6058,2969.7,1986
4239,5/27/2024,878,4912.95,579
12513,1/2/2024,2845,705.1,7
11142,3/2/2024,1537,2233.35,1186
1305,6/2/2024,576,3950.35,#N/A
6443,9/15/2024,9431,1863.55,1026
1644,6/18/2024,5619,3620.45,#N/A
9236,11/3/2024,4226,4662.65,760
14255,4/10/2024,6333,3276.9,756
7774,7/22/2024,8042,905.95,940
2945,12/9/2023,5509,1315.7,#N/A
3143,10/26/2024,4446,4848.35,#N/A
3267,1/31/2024,3891,3745.55,#N/A
9968,3/31/2024,1063,2584.6,1238
5591,5/3/2024,1711,2818.55,1745
5773,12/5/2023,2363,2096.1,705
13264,3/13/2024,7021,4568.6,640
3565,12/11/2023,3631,3392.25,#N/A
2615,10/11/2024,8108,1631.5,#N/A
12214,8/1/2024,1960,1970.6,1794
8347,11/20/2023,7557,2458.35,1576
4247,1/10/2024,3587,3357,707
5847,1/7/2024,6678,2549.6,1195
6667,3/27/2024,9596,1611.2,1913
5269,10/23/2024,4147,1568.2,948
2225,9/18/2024,1007,2178.45,#N/A
409,6/17/2024,2923,1655.85,#N/A
7782,3/30/2024,8909,1259.35,244
10807,10/6/2024,9492,4675.2,1972
2030,4/5/2024,3647,3715.2,#N/A
466,12/29/2023,6928,886,#N/A
9126,5/13/2024,728,3186.95,797
2435,8/20/2024,4275,4190.55,#N/A
8277,1/23/2024,5615,2956.75,1777
3278,6/5/2024,2659,1942.5,#N/A
3348,3/18/2024,4454,3491.95,#N/A
13240,11/19/2023,3549,3366.55,1850
13545,1/8/2024,2546,1729.9,903
3653,5/1/2024,6747,1187.65,#N/A
12409,4/12/2024,4904,3858.8,1914
6387,12/30/2023,3373,4193,881
12829,7/1/2024,5248,4895.35,60
14679,3/24/2024,2150,2477.5,1526
6405,9/29/2024,6404,4088.95,653
849,7/30/2024,9879,1219.1,#N/A
10552,3/7/2024,9968,3052.85,131
10811,10/17/2024,1067,1611.4,120
561,11/27/2023,9756,3519.7,#N/A
4091,1/28/2024,2611,3518.2,1341
3313,5/7/2024,6888,754.2,#N/A
6469,3/9/2024,4316,174.25,1367
6901,10/2/2024,9859,3359.3,840
1763,2/9/2024,1088,1555.45,#N/A
8566,5/16/2024,3868,3090.1,1032
6874,10/19/2024,6797,2829.5,497
4758,7/22/2024,437,2799.5,915
524,5/11/2024,1921,2576.5,#N/A
279,3/31/2024,3179,4617,#N/A
1370,12/24/2023,827,1139.05,#N/A
12072,3/20/2024,4365,2734.45,1896
14603,11/23/2023,226,3744.05,552
6793,9/18/2024,6262,3653.65,897
6488,10/9/2024,6195,2382.7,574
5120,12/13/2023,1853,1380.15,240
5429,1/6/2024,6398,1529.05,1058
9464,8/5/2024,8353,3710,24
2499,5/27/2024,4059,4290.35,#N/A
3372,5/9/2024,6917,3588.6,#N/A
18,6/21/2024,9439,4066.9,#N/A
9120,9/5/2024,9185,4702.95,986
12841,4/8/2024,9562,2147.5,515
12079,6/27/2024,6813,4805.05,715
9489,5/18/2024,5027,4178.75,709
8237,11/27/2023,924,3251.9,1630
2531,7/22/2024,3441,1421.3,#N/A
14717,6/28/2024,1835,636.3,1472
13212,10/9/2024,3604,4895.25,1043
822,2/20/2024,5186,4405.9,#N/A
11607,5/30/2024,1430,1080.15,1118
11941,1/23/2024,8278,1936.2,341
10209,7/13/2024,5684,4947.5,1569
9627,10/16/2024,4193,183.75,1791
7241,2/5/2024,6672,4711.4,583
11405,3/13/2024,4722,4930.3,1940
9806,3/31/2024,1895,2549.05,904
6251,7/17/2024,679,1759.85,289
410,10/13/2024,5992,2849.1,#N/A
7107,10/23/2024,5657,2651.3,76
8741,4/3/2024,817,4352.7,985
2383,4/10/2024,8691,4531,#N/A
8717,8/7/2024,7564,1849.15,1861
4454,9/13/2024,6668,2658.3,589
6648,8/4/2024,8265,4893.3,618
2958,9/30/2024,5902,4071.95,#N/A
6276,7/7/2024,2674,3591.35,980
1960,4/8/2024,593,3217.65,#N/A
14080,7/30/2024,1634,3159.35,814
58,6/24/2024,3690,3772,#N/A
14015,4/6/2024,690,1217.5,20
9534,3/16/2024,1419,1546.3,482
723,4/20/2024,9769,1746.1,#N/A
5858,4/24/2024,60,2719.45,1843
9484,12/10/2023,2183,1465.6,1043
5944,8/20/2024,2681,427.3,172
4312,10/4/2024,9840,3507.9,1748
1569,8/6/2024,3608,4276.6,#N/A
11072,9/19/2024,9351,4749.8,803
14493,9/19/2024,6842,4837.05,476
7443,5/7/2024,4848,205.15,545
8623,9/7/2024,4219,1896.1,1862
13803,8/18/2024,2553,354.2,507
2040,9/8/2024,4403,3073.3,#N/A
12106,3/13/2024,746,3256.5,1945
5775,5/14/2024,2775,1173.8,524
10931,5/2/2024,6692,156.45,1279
6094,2/14/2024,802,4522.65,257
1434,8/10/2024,3165,4845.55,#N/A
6102,11/7/2023,2303,2504.3,1399
634,1/14/2024,518,1051.7,#N/A
3214,6/5/2024,9215,135.7,#N/A
5556,8/5/2024,7775,4288.25,686
9109,9/22/2024,2228,2178.7,994
11323,10/1/2024,1631,1877,1876
2345,11/22/2023,8974,2356.9,#N/A
9071,12/19/2023,7006,1096.9,1480
7453,8/26/2024,458,321.35,337
6319,3/27/2024,6807,1865.95,40
10769,11/7/2023,9473,3036.6,805
8222,3/4/2024,5954,2349.65,178
12006,12/26/2023,5576,4045.1,322
5152,10/11/2024,5741,2682.95,336
12512,1/5/2024,479,943.55,731
13104,8/25/2024,3990,4139.6,573
11404,8/24/2024,9004,643.9,106
3945,7/25/2024,9620,241.5,401
8835,1/9/2024,4622,1757.95,1770
9442,1/16/2024,934,558.95,552
2848,2/29/2024,3815,3313.8,#N/A
2401,8/26/2024,1287,3904.35,#N/A
770,5/30/2024,7661,2068.2,#N/A
1218,7/14/2024,1844,1504.75,#N/A
14839,3/24/2024,7133,3238.1,670
9395,8/27/2024,8300,183.8,1773
9568,5/4/2024,1536,3201.35,336
3318,1/4/2024,7406,876.05,#N/A
4321,12/23/2023,7814,805.05,1945
3992,8/10/2024,3146,3425,627
1996,4/21/2024,2982,3515.3,#N/A
11571,4/15/2024,2008,4456.65,1285
6004,8/23/2024,9042,337.65,1276
11658,2/12/2024,147,3012.65,161
3101,2/20/2024,1849,4283.25,#N/A
4891,5/10/2024,9806,2986.55,1600
1225,7/10/2024,6844,4729.65,#N/A
3235,1/7/2024,7737,557.3,#N/A
3571,3/5/2024,1051,2361.25,#N/A
1078,1/24/2024,6765,4011.15,#N/A
9298,8/25/2024,9574,256.9,1284
1454,6/28/2024,4271,4186.05,#N/A
5309,1/18/2024,9815,4712.3,505
10879,3/16/2024,2308,4397.05,1025
12576,9/27/2024,3402,1264.15,1777
10431,1/27/2024,1484,1824.7,846
6216,8/25/2024,3531,3879.95,964
11049,1/16/2024,8757,438.8,50
6393,2/21/2024,233,2582.35,3
2357,9/29/2024,9892,2356.05,#N/A
9828,12/17/2023,5942,4473.55,1212
2322,10/7/2024,5825,4752.4,#N/A
14578,2/8/2024,7271,1108.15,1702
11155,10/30/2024,9071,4005.8,1279
6800,6/25/2024,7774,181,1493
5489,2/6/2024,2537,3050.5,1640
5198,4/30/2024,8517,2264.6,498
5254,9/11/2024,2892,4013.05,1515
7466,6/2/2024,9377,4602.5,1635
9820,9/9/2024,528,4071.8,1368
5943,9/14/2024,9276,1296.4,1826
7385,9/6/2024,6526,4769.65,162
4694,6/30/2024,2372,433.4,504
4596,6/12/2024,7468,3722.4,1601
2647,8/1/2024,2261,1356.35,#N/A
6749,8/12/2024,4686,385.25,756
904,11/30/2023,3914,3243.5,#N/A
10542,8/4/2024,5465,2633.4,527
14739,5/9/2024,9168,2928.3,1755
3133,5/23/2024,7968,1349.35,#N/A
13723,7/20/2024,5651,3156.6,1758
14308,12/12/2023,4992,2907.2,1562
7911,11/12/2023,9963,3379.25,1861
7636,3/17/2024,9154,518.7,1323
5889,3/21/2024,7305,4549.9,77
7960,9/24/2024,4905,1470.55,58
133,10/9/2024,9354,3012.75,#N/A
149,7/8/2024,4507,4936,#N/A
5063,3/19/2024,1106,662.05,482
3107,11/16/2023,4245,609.2,#N/A
2331,9/21/2024,6868,233.8,#N/A
4327,10/8/2024,1581,1421.8,1142
3412,7/24/2024,775,2618.1,#N/A
12525,10/11/2024,3728,3914.05,515
2170,8/13/2024,9313,2117.85,#N/A
894,7/2/2024,7110,1020.35,#N/A
14886,7/7/2024,6228,3700.25,1844
1388,10/8/2024,1709,1555.05,#N/A
6690,11/13/2023,4979,1741.45,501
11293,4/15/2024,8418,4542.3,1018
13232,11/26/2023,3873,3647.65,962
2248,12/30/2023,5033,1004.05,#N/A
8396,10/2/2024,9421,316.5,1477
1489,7/12/2024,8733,1705.45,#N/A
11961,10/19/2024,4632,124.45,1920
4235,2/13/2024,4745,2962.6,1816
